Variable_Num,Type,Long_Name,Short_Name,Numeric_Name,CGCS_Name,Age,Sex,N,Mean,SD
101,Linear,,,,,10,Female,,,
101,Linear,,,,,11,Female,,,
101,Linear,,,,,12,Female,,,
101,Linear,,,,,13,Female,,,
101,Linear,,,,,14,Female,,,
101,Linear,,,,,15,Female,,,
101,Linear,,,,,16,Female,,,
102,Linear,,,,,6,Male,,,
102,Linear,,,,,7,Male,,,
102,Linear,,,,,8,Male,,,
102,Linear,,,,,9,Male,,,
102,Linear,,,,,10,Male,,,
102,Linear,,,,,11,Male,,,
102,Linear,,,,,12,Male,,,
102,Linear,,,,,13,Male,,,
102,Linear,,,,,14,Male,,,
102,Linear,,,,,15,Male,,,
102,Linear,,,,,16,Male,,,
102,Linear,,,,,6,Female,,,
102,Linear,,,,,7,Female,,,
102,Linear,,,,,8,Female,,,
102,Linear,,,,,9,Female,,,
102,Linear,,,,,10,Female,,,
102,Linear,,,,,11,Female,,,
102,Linear,,,,,12,Female,,,
102,Linear,,,,,13,Female,,,
102,Linear,,,,,14,Female,,,
102,Linear,,,,,15,Female,,,
102,Linear,,,,,16,Female,,,
103,Linear,,,,,6,Male,,,
103,Linear,,,,,7,Male,,,
103,Linear,,,,,8,Male,,,
103,Linear,,,,,9,Male,,,
103,Linear,,,,,10,Male,,,
103,Linear,,,,,11,Male,,,
103,Linear,,,,,12,Male,,,
103,Linear,,,,,13,Male,,,
103,Linear,,,,,14,Male,,,
103,Linear,,,,,15,Male,,,
103,Linear,,,,,16,Male,,,
103,Linear,,,,,6,Female,,,
103,Linear,,,,,7,Female,,,
103,Linear,,,,,8,Female,,,
103,Linear,,,,,9,Female,,,
103,Linear,,,,,10,Female,,,
103,Linear,,,,,11,Female,,,
103,Linear,,,,,12,Female,,,
103,Linear,,,,,13,Female,,,
103,Linear,,,,,14,Female,,,
103,Linear,,,,,15,Female,,,
103,Linear,,,,,16,Female,,,
104,Linear,,,,,6,Male,,,
104,Linear,,,,,7,Male,,,
104,Linear,,,,,8,Male,,,
104,Linear,,,,,9,Male,,,
104,Linear,,,,,10,Male,,,
104,Linear,,,,,11,Male,,,
104,Linear,,,,,12,Male,,,
104,Linear,,,,,13,Male,,,
104,Linear,,,,,14,Male,,,
104,Linear,,,,,15,Male,,,
104,Linear,,,,,16,Male,,,
104,Linear,,,,,6,Female,,,
104,Linear,,,,,7,Female,,,
104,Linear,,,,,8,Female,,,
104,Linear,,,,,9,Female,,,
104,Linear,,,,,10,Female,,,
104,Linear,,,,,11,Female,,,
104,Linear,,,,,12,Female,,,
104,Linear,,,,,13,Female,,,
104,Linear,,,,,14,Female,,,
104,Linear,,,,,15,Female,,,
104,Linear,,,,,16,Female,,,
105,Linear,,,,,6,Male,,,
105,Linear,,,,,7,Male,,,
105,Linear,,,,,8,Male,,,
105,Linear,,,,,9,Male,,,
105,Linear,,,,,10,Male,,,
105,Linear,,,,,11,Male,,,
105,Linear,,,,,12,Male,,,
105,Linear,,,,,13,Male,,,
105,Linear,,,,,14,Male,,,
105,Linear,,,,,15,Male,,,
105,Linear,,,,,16,Male,,,
105,Linear,,,,,6,Female,,,
105,Linear,,,,,7,Female,,,
105,Linear,,,,,8,Female,,,
105,Linear,,,,,9,Female,,,
105,Linear,,,,,10,Female,,,
105,Linear,,,,,11,Female,,,
105,Linear,,,,,12,Female,,,
105,Linear,,,,,13,Female,,,
105,Linear,,,,,14,Female,,,
105,Linear,,,,,15,Female,,,
105,Linear,,,,,16,Female,,,
106,Linear,,,,,6,Male,,,
106,Linear,,,,,7,Male,,,
106,Linear,,,,,8,Male,,,
106,Linear,,,,,9,Male,,,
106,Linear,,,,,10,Male,,,
106,Linear,,,,,11,Male,,,
106,Linear,,,,,12,Male,,,
106,Linear,,,,,13,Male,,,
106,Linear,,,,,14,Male,,,
106,Linear,,,,,15,Male,,,
106,Linear,,,,,16,Male,,,
106,Linear,,,,,6,Female,,,
106,Linear,,,,,7,Female,,,
106,Linear,,,,,8,Female,,,
106,Linear,,,,,9,Female,,,
106,Linear,,,,,10,Female,,,
106,Linear,,,,,11,Female,,,
106,Linear,,,,,12,Female,,,
106,Linear,,,,,13,Female,,,
106,Linear,,,,,14,Female,,,
106,Linear,,,,,15,Female,,,
106,Linear,,,,,16,Female,,,
107,Linear,,,,,6,Male,,,
107,Linear,,,,,7,Male,,,
107,Linear,,,,,8,Male,,,
107,Linear,,,,,9,Male,,,
107,Linear,,,,,10,Male,,,
107,Linear,,,,,11,Male,,,
107,Linear,,,,,12,Male,,,
107,Linear,,,,,13,Male,,,
107,Linear,,,,,14,Male,,,
107,Linear,,,,,15,Male,,,
107,Linear,,,,,16,Male,,,
107,Linear,,,,,6,Female,,,
107,Linear,,,,,7,Female,,,
107,Linear,,,,,8,Female,,,
107,Linear,,,,,9,Female,,,
107,Linear,,,,,10,Female,,,
107,Linear,,,,,11,Female,,,
107,Linear,,,,,12,Female,,,
107,Linear,,,,,13,Female,,,
107,Linear,,,,,14,Female,,,
107,Linear,,,,,15,Female,,,
107,Linear,,,,,16,Female,,,
108,Linear,,,,,6,Male,,,
108,Linear,,,,,7,Male,,,
108,Linear,,,,,8,Male,,,
108,Linear,,,,,9,Male,,,
108,Linear,,,,,10,Male,,,
108,Linear,,,,,11,Male,,,
108,Linear,,,,,12,Male,,,
108,Linear,,,,,13,Male,,,
108,Linear,,,,,14,Male,,,
108,Linear,,,,,15,Male,,,
108,Linear,,,,,16,Male,,,
108,Linear,,,,,6,Female,,,
108,Linear,,,,,7,Female,,,
108,Linear,,,,,8,Female,,,
108,Linear,,,,,9,Female,,,
108,Linear,,,,,10,Female,,,
108,Linear,,,,,11,Female,,,
108,Linear,,,,,12,Female,,,
108,Linear,,,,,13,Female,,,
108,Linear,,,,,14,Female,,,
108,Linear,,,,,15,Female,,,
108,Linear,,,,,16,Female,,,
109,Linear,,,,,6,Male,,,
109,Linear,,,,,7,Male,,,
109,Linear,,,,,8,Male,,,
109,Linear,,,,,9,Male,,,
109,Linear,,,,,10,Male,,,
109,Linear,,,,,11,Male,,,
109,Linear,,,,,12,Male,,,
109,Linear,,,,,13,Male,,,
109,Linear,,,,,14,Male,,,
109,Linear,,,,,15,Male,,,
109,Linear,,,,,16,Male,,,
109,Linear,,,,,6,Female,,,
109,Linear,,,,,7,Female,,,
109,Linear,,,,,8,Female,,,
109,Linear,,,,,9,Female,,,
109,Linear,,,,,10,Female,,,
109,Linear,,,,,11,Female,,,
109,Linear,,,,,12,Female,,,
109,Linear,,,,,13,Female,,,
109,Linear,,,,,14,Female,,,
109,Linear,,,,,15,Female,,,
109,Linear,,,,,16,Female,,,
110,Linear,,,,,6,Male,,,
110,Linear,,,,,7,Male,,,
110,Linear,,,,,8,Male,,,
110,Linear,,,,,9,Male,,,
110,Linear,,,,,10,Male,,,
110,Linear,,,,,11,Male,,,
110,Linear,,,,,12,Male,,,
110,Linear,,,,,13,Male,,,
110,Linear,,,,,14,Male,,,
110,Linear,,,,,15,Male,,,
110,Linear,,,,,16,Male,,,
110,Linear,,,,,6,Female,,,
110,Linear,,,,,7,Female,,,
110,Linear,,,,,8,Female,,,
110,Linear,,,,,9,Female,,,
110,Linear,,,,,10,Female,,,
110,Linear,,,,,11,Female,,,
110,Linear,,,,,12,Female,,,
110,Linear,,,,,13,Female,,,
110,Linear,,,,,14,Female,,,
110,Linear,,,,,15,Female,,,
110,Linear,,,,,16,Female,,,
111,Linear,,,,,6,Male,,,
111,Linear,,,,,7,Male,,,
111,Linear,,,,,8,Male,,,
111,Linear,,,,,9,Male,,,
111,Linear,,,,,10,Male,,,
111,Linear,,,,,11,Male,,,
111,Linear,,,,,12,Male,,,
111,Linear,,,,,13,Male,,,
111,Linear,,,,,14,Male,,,
111,Linear,,,,,15,Male,,,
111,Linear,,,,,16,Male,,,
111,Linear,,,,,6,Female,,,
111,Linear,,,,,7,Female,,,
111,Linear,,,,,8,Female,,,
111,Linear,,,,,9,Female,,,
111,Linear,,,,,10,Female,,,
111,Linear,,,,,11,Female,,,
111,Linear,,,,,12,Female,,,
111,Linear,,,,,13,Female,,,
111,Linear,,,,,14,Female,,,
111,Linear,,,,,15,Female,,,
111,Linear,,,,,16,Female,,,
112,Linear,,,,,6,Male,,,
112,Linear,,,,,7,Male,,,
112,Linear,,,,,8,Male,,,
112,Linear,,,,,9,Male,,,
112,Linear,,,,,10,Male,,,
112,Linear,,,,,11,Male,,,
112,Linear,,,,,12,Male,,,
112,Linear,,,,,13,Male,,,
112,Linear,,,,,14,Male,,,
112,Linear,,,,,15,Male,,,
112,Linear,,,,,16,Male,,,
112,Linear,,,,,6,Female,,,
112,Linear,,,,,7,Female,,,
112,Linear,,,,,8,Female,,,
112,Linear,,,,,9,Female,,,
112,Linear,,,,,10,Female,,,
112,Linear,,,,,11,Female,,,
112,Linear,,,,,12,Female,,,
112,Linear,,,,,13,Female,,,
112,Linear,,,,,14,Female,,,
112,Linear,,,,,15,Female,,,
112,Linear,,,,,16,Female,,,
113,Linear,,,,,6,Male,,,
113,Linear,,,,,7,Male,,,
113,Linear,,,,,8,Male,,,
113,Linear,,,,,9,Male,,,
113,Linear,,,,,10,Male,,,
113,Linear,,,,,11,Male,,,
113,Linear,,,,,12,Male,,,
113,Linear,,,,,13,Male,,,
113,Linear,,,,,14,Male,,,
113,Linear,,,,,15,Male,,,
113,Linear,,,,,16,Male,,,
113,Linear,,,,,6,Female,,,
113,Linear,,,,,7,Female,,,
113,Linear,,,,,8,Female,,,
113,Linear,,,,,9,Female,,,
113,Linear,,,,,10,Female,,,
113,Linear,,,,,11,Female,,,
113,Linear,,,,,12,Female,,,
113,Linear,,,,,13,Female,,,
113,Linear,,,,,14,Female,,,
113,Linear,,,,,15,Female,,,
113,Linear,,,,,16,Female,,,
114,Linear,,,,,6,Male,,,
114,Linear,,,,,7,Male,,,
114,Linear,,,,,8,Male,,,
114,Linear,,,,,9,Male,,,
114,Linear,,,,,10,Male,,,
114,Linear,,,,,11,Male,,,
114,Linear,,,,,12,Male,,,
114,Linear,,,,,13,Male,,,
114,Linear,,,,,14,Male,,,
114,Linear,,,,,15,Male,,,
114,Linear,,,,,16,Male,,,
114,Linear,,,,,6,Female,,,
114,Linear,,,,,7,Female,,,
114,Linear,,,,,8,Female,,,
114,Linear,,,,,9,Female,,,
114,Linear,,,,,10,Female,,,
114,Linear,,,,,11,Female,,,
114,Linear,,,,,12,Female,,,
114,Linear,,,,,13,Female,,,
114,Linear,,,,,14,Female,,,
114,Linear,,,,,15,Female,,,
114,Linear,,,,,16,Female,,,
115,Linear,,,,,6,Male,,,
115,Linear,,,,,7,Male,,,
115,Linear,,,,,8,Male,,,
115,Linear,,,,,9,Male,,,
115,Linear,,,,,10,Male,,,
115,Linear,,,,,11,Male,,,
115,Linear,,,,,12,Male,,,
115,Linear,,,,,13,Male,,,
115,Linear,,,,,14,Male,,,
115,Linear,,,,,15,Male,,,
115,Linear,,,,,16,Male,,,
115,Linear,,,,,6,Female,,,
115,Linear,,,,,7,Female,,,
115,Linear,,,,,8,Female,,,
115,Linear,,,,,9,Female,,,
115,Linear,,,,,10,Female,,,
115,Linear,,,,,11,Female,,,
115,Linear,,,,,12,Female,,,
115,Linear,,,,,13,Female,,,
115,Linear,,,,,14,Female,,,
115,Linear,,,,,15,Female,,,
115,Linear,,,,,16,Female,,,
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,6,Male,37,50.2,2.2
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,7,Male,44,51.4,2.5
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,8,Male,44,52.1,2.9
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,9,Male,47,53.3,2.9
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,10,Male,46,54.4,2.6
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,11,Male,43,56,2.4
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,12,Male,44,56.7,3.1
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,13,Male,43,57.8,3.1
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,14,Male,39,58.7,3.6
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,15,Male,33,59.6,3.6
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,16,Male,23,61.6,3.7
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,6,Female,24,48.9,2.3
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,7,Female,31,50.5,2.9
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,8,Female,36,51.2,2.5
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,9,Female,31,51.2,3.2
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,10,Female,35,53.1,3.1
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,11,Female,30,53.9,4
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,12,Female,27,54.1,3.2
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,13,Female,29,55.3,3
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,14,Female,25,56.7,2.9
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,15,Female,19,57.1,2.7
116,Linear,Posterior Nasal Spine-Anterior Nasal Spine,PNS-ANS,45-10,ans_pns,16,Female,9,57,4.4
117,Linear,,,,,6,Male,,,
117,Linear,,,,,7,Male,,,
117,Linear,,,,,8,Male,,,
117,Linear,,,,,9,Male,,,
117,Linear,,,,,10,Male,,,
117,Linear,,,,,11,Male,,,
117,Linear,,,,,12,Male,,,
117,Linear,,,,,13,Male,,,
117,Linear,,,,,14,Male,,,
117,Linear,,,,,15,Male,,,
117,Linear,,,,,16,Male,,,
117,Linear,,,,,6,Female,,,
117,Linear,,,,,7,Female,,,
117,Linear,,,,,8,Female,,,
117,Linear,,,,,9,Female,,,
117,Linear,,,,,10,Female,,,
117,Linear,,,,,11,Female,,,
117,Linear,,,,,12,Female,,,
117,Linear,,,,,13,Female,,,
117,Linear,,,,,14,Female,,,
117,Linear,,,,,15,Female,,,
117,Linear,,,,,16,Female,,,
118,Linear,,,,,6,Male,,,
118,Linear,,,,,7,Male,,,
118,Linear,,,,,8,Male,,,
118,Linear,,,,,9,Male,,,
118,Linear,,,,,10,Male,,,
118,Linear,,,,,11,Male,,,
118,Linear,,,,,12,Male,,,
118,Linear,,,,,13,Male,,,
118,Linear,,,,,14,Male,,,
118,Linear,,,,,15,Male,,,
118,Linear,,,,,16,Male,,,
118,Linear,,,,,6,Female,,,
118,Linear,,,,,7,Female,,,
118,Linear,,,,,8,Female,,,
118,Linear,,,,,9,Female,,,
118,Linear,,,,,10,Female,,,
118,Linear,,,,,11,Female,,,
118,Linear,,,,,12,Female,,,
118,Linear,,,,,13,Female,,,
118,Linear,,,,,14,Female,,,
118,Linear,,,,,15,Female,,,
118,Linear,,,,,16,Female,,,
119,Linear,,,,,6,Male,,,
119,Linear,,,,,7,Male,,,
119,Linear,,,,,8,Male,,,
119,Linear,,,,,9,Male,,,
119,Linear,,,,,10,Male,,,
119,Linear,,,,,11,Male,,,
119,Linear,,,,,12,Male,,,
119,Linear,,,,,13,Male,,,
119,Linear,,,,,14,Male,,,
119,Linear,,,,,15,Male,,,
119,Linear,,,,,16,Male,,,
119,Linear,,,,,6,Female,,,
119,Linear,,,,,7,Female,,,
119,Linear,,,,,8,Female,,,
119,Linear,,,,,9,Female,,,
119,Linear,,,,,10,Female,,,
119,Linear,,,,,11,Female,,,
119,Linear,,,,,12,Female,,,
119,Linear,,,,,13,Female,,,
119,Linear,,,,,14,Female,,,
119,Linear,,,,,15,Female,,,
119,Linear,,,,,16,Female,,,
120,Linear,,,,,6,Male,,,
120,Linear,,,,,7,Male,,,
120,Linear,,,,,8,Male,,,
120,Linear,,,,,9,Male,,,
120,Linear,,,,,10,Male,,,
120,Linear,,,,,11,Male,,,
120,Linear,,,,,12,Male,,,
120,Linear,,,,,13,Male,,,
120,Linear,,,,,14,Male,,,
120,Linear,,,,,15,Male,,,
120,Linear,,,,,16,Male,,,
120,Linear,,,,,6,Female,,,
120,Linear,,,,,7,Female,,,
120,Linear,,,,,8,Female,,,
120,Linear,,,,,9,Female,,,
120,Linear,,,,,10,Female,,,
120,Linear,,,,,11,Female,,,
120,Linear,,,,,12,Female,,,
120,Linear,,,,,13,Female,,,
120,Linear,,,,,14,Female,,,
120,Linear,,,,,15,Female,,,
120,Linear,,,,,16,Female,,,
121,Linear,,,,,6,Male,,,
121,Linear,,,,,7,Male,,,
121,Linear,,,,,8,Male,,,
121,Linear,,,,,9,Male,,,
121,Linear,,,,,10,Male,,,
121,Linear,,,,,11,Male,,,
121,Linear,,,,,12,Male,,,
121,Linear,,,,,13,Male,,,
121,Linear,,,,,14,Male,,,
121,Linear,,,,,15,Male,,,
121,Linear,,,,,16,Male,,,
121,Linear,,,,,6,Female,,,
121,Linear,,,,,7,Female,,,
121,Linear,,,,,8,Female,,,
121,Linear,,,,,9,Female,,,
121,Linear,,,,,10,Female,,,
121,Linear,,,,,11,Female,,,
121,Linear,,,,,12,Female,,,
121,Linear,,,,,13,Female,,,
121,Linear,,,,,14,Female,,,
121,Linear,,,,,15,Female,,,
121,Linear,,,,,16,Female,,,
122,Linear,,,,,6,Male,,,
122,Linear,,,,,7,Male,,,
122,Linear,,,,,8,Male,,,
122,Linear,,,,,9,Male,,,
122,Linear,,,,,10,Male,,,
122,Linear,,,,,11,Male,,,
122,Linear,,,,,12,Male,,,
122,Linear,,,,,13,Male,,,
122,Linear,,,,,14,Male,,,
122,Linear,,,,,15,Male,,,
122,Linear,,,,,16,Male,,,
122,Linear,,,,,6,Female,,,
122,Linear,,,,,7,Female,,,
122,Linear,,,,,8,Female,,,
122,Linear,,,,,9,Female,,,
122,Linear,,,,,10,Female,,,
122,Linear,,,,,11,Female,,,
122,Linear,,,,,12,Female,,,
122,Linear,,,,,13,Female,,,
122,Linear,,,,,14,Female,,,
122,Linear,,,,,15,Female,,,
122,Linear,,,,,16,Female,,,
123,Linear,,,,,6,Male,,,
123,Linear,,,,,7,Male,,,
123,Linear,,,,,8,Male,,,
123,Linear,,,,,9,Male,,,
123,Linear,,,,,10,Male,,,
123,Linear,,,,,11,Male,,,
123,Linear,,,,,12,Male,,,
123,Linear,,,,,13,Male,,,
123,Linear,,,,,14,Male,,,
123,Linear,,,,,15,Male,,,
123,Linear,,,,,16,Male,,,
123,Linear,,,,,6,Female,,,
123,Linear,,,,,7,Female,,,
123,Linear,,,,,8,Female,,,
123,Linear,,,,,9,Female,,,
123,Linear,,,,,10,Female,,,
123,Linear,,,,,11,Female,,,
123,Linear,,,,,12,Female,,,
123,Linear,,,,,13,Female,,,
123,Linear,,,,,14,Female,,,
123,Linear,,,,,15,Female,,,
123,Linear,,,,,16,Female,,,
124,Linear,,,,,6,Male,,,
124,Linear,,,,,7,Male,,,
124,Linear,,,,,8,Male,,,
124,Linear,,,,,9,Male,,,
124,Linear,,,,,10,Male,,,
124,Linear,,,,,11,Male,,,
124,Linear,,,,,12,Male,,,
124,Linear,,,,,13,Male,,,
124,Linear,,,,,14,Male,,,
124,Linear,,,,,15,Male,,,
124,Linear,,,,,16,Male,,,
124,Linear,,,,,6,Female,,,
124,Linear,,,,,7,Female,,,
124,Linear,,,,,8,Female,,,
124,Linear,,,,,9,Female,,,
124,Linear,,,,,10,Female,,,
124,Linear,,,,,11,Female,,,
124,Linear,,,,,12,Female,,,
124,Linear,,,,,13,Female,,,
124,Linear,,,,,14,Female,,,
124,Linear,,,,,15,Female,,,
124,Linear,,,,,16,Female,,,
125,Linear,,,,,6,Male,,,
125,Linear,,,,,7,Male,,,
125,Linear,,,,,8,Male,,,
125,Linear,,,,,9,Male,,,
125,Linear,,,,,10,Male,,,
125,Linear,,,,,11,Male,,,
125,Linear,,,,,12,Male,,,
125,Linear,,,,,13,Male,,,
125,Linear,,,,,14,Male,,,
125,Linear,,,,,15,Male,,,
125,Linear,,,,,16,Male,,,
125,Linear,,,,,6,Female,,,
125,Linear,,,,,7,Female,,,
125,Linear,,,,,8,Female,,,
125,Linear,,,,,9,Female,,,
125,Linear,,,,,10,Female,,,
125,Linear,,,,,11,Female,,,
125,Linear,,,,,12,Female,,,
125,Linear,,,,,13,Female,,,
125,Linear,,,,,14,Female,,,
125,Linear,,,,,15,Female,,,
125,Linear,,,,,16,Female,,,
126,Linear,,,,,6,Male,,,
126,Linear,,,,,7,Male,,,
126,Linear,,,,,8,Male,,,
126,Linear,,,,,9,Male,,,
126,Linear,,,,,10,Male,,,
126,Linear,,,,,11,Male,,,
126,Linear,,,,,12,Male,,,
126,Linear,,,,,13,Male,,,
126,Linear,,,,,14,Male,,,
126,Linear,,,,,15,Male,,,
126,Linear,,,,,16,Male,,,
126,Linear,,,,,6,Female,,,
126,Linear,,,,,7,Female,,,
126,Linear,,,,,8,Female,,,
126,Linear,,,,,9,Female,,,
126,Linear,,,,,10,Female,,,
126,Linear,,,,,11,Female,,,
126,Linear,,,,,12,Female,,,
126,Linear,,,,,13,Female,,,
126,Linear,,,,,14,Female,,,
126,Linear,,,,,15,Female,,,
126,Linear,,,,,16,Female,,,
127,Linear,,,,,6,Male,,,
127,Linear,,,,,7,Male,,,
127,Linear,,,,,8,Male,,,
127,Linear,,,,,9,Male,,,
127,Linear,,,,,10,Male,,,
127,Linear,,,,,11,Male,,,
127,Linear,,,,,12,Male,,,
127,Linear,,,,,13,Male,,,
127,Linear,,,,,14,Male,,,
127,Linear,,,,,15,Male,,,
127,Linear,,,,,16,Male,,,
127,Linear,,,,,6,Female,,,
127,Linear,,,,,7,Female,,,
127,Linear,,,,,8,Female,,,
127,Linear,,,,,9,Female,,,
127,Linear,,,,,10,Female,,,
127,Linear,,,,,11,Female,,,
127,Linear,,,,,12,Female,,,
127,Linear,,,,,13,Female,,,
127,Linear,,,,,14,Female,,,
127,Linear,,,,,15,Female,,,
127,Linear,,,,,16,Female,,,
128,Linear,,,,,6,Male,,,
128,Linear,,,,,7,Male,,,
128,Linear,,,,,8,Male,,,
128,Linear,,,,,9,Male,,,
128,Linear,,,,,10,Male,,,
128,Linear,,,,,11,Male,,,
128,Linear,,,,,12,Male,,,
128,Linear,,,,,13,Male,,,
128,Linear,,,,,14,Male,,,
128,Linear,,,,,15,Male,,,
128,Linear,,,,,16,Male,,,
128,Linear,,,,,6,Female,,,
128,Linear,,,,,7,Female,,,
128,Linear,,,,,8,Female,,,
128,Linear,,,,,9,Female,,,
128,Linear,,,,,10,Female,,,
128,Linear,,,,,11,Female,,,
128,Linear,,,,,12,Female,,,
128,Linear,,,,,13,Female,,,
128,Linear,,,,,14,Female,,,
128,Linear,,,,,15,Female,,,
128,Linear,,,,,16,Female,,,
129,Linear,,,,,6,Male,,,
129,Linear,,,,,7,Male,,,
129,Linear,,,,,8,Male,,,
129,Linear,,,,,9,Male,,,
129,Linear,,,,,10,Male,,,
129,Linear,,,,,11,Male,,,
129,Linear,,,,,12,Male,,,
129,Linear,,,,,13,Male,,,
129,Linear,,,,,14,Male,,,
129,Linear,,,,,15,Male,,,
129,Linear,,,,,16,Male,,,
129,Linear,,,,,6,Female,,,
129,Linear,,,,,7,Female,,,
129,Linear,,,,,8,Female,,,
129,Linear,,,,,9,Female,,,
129,Linear,,,,,10,Female,,,
129,Linear,,,,,11,Female,,,
129,Linear,,,,,12,Female,,,
129,Linear,,,,,13,Female,,,
129,Linear,,,,,14,Female,,,
129,Linear,,,,,15,Female,,,
129,Linear,,,,,16,Female,,,
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,6,Male,37,45.9,2.8
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,7,Male,44,47.9,3.2
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,8,Male,44,49.5,2.8
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,9,Male,47,51,3
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,10,Male,46,52.3,3.1
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,11,Male,43,53.8,3.4
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,12,Male,44,54.6,3.6
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,13,Male,43,56.8,3.7
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,14,Male,40,58.2,4.1
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,15,Male,33,59,4
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,16,Male,23,57.7,3.9
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,6,Female,25,45.9,3.1
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,7,Female,31,47.1,2.9
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,8,Female,36,48.6,3
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,9,Female,31,50.4,3.1
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,10,Female,35,52.1,3.7
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,11,Female,30,52.7,3.3
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,12,Female,27,54,3.7
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,13,Female,29,54.7,3.3
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,14,Female,25,55.3,2.7
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,15,Female,19,55.3,3.2
130,Linear,Anterior Nasal Spine-Nasion,ANS-N,10-38,nasion_ans,16,Female,9,55.7,2.1
131,Linear,,,,,6,Male,,,
131,Linear,,,,,7,Male,,,
131,Linear,,,,,8,Male,,,
131,Linear,,,,,9,Male,,,
131,Linear,,,,,10,Male,,,
131,Linear,,,,,11,Male,,,
131,Linear,,,,,12,Male,,,
131,Linear,,,,,13,Male,,,
131,Linear,,,,,14,Male,,,
131,Linear,,,,,15,Male,,,
131,Linear,,,,,16,Male,,,
131,Linear,,,,,6,Female,,,
131,Linear,,,,,7,Female,,,
131,Linear,,,,,8,Female,,,
131,Linear,,,,,9,Female,,,
131,Linear,,,,,10,Female,,,
131,Linear,,,,,11,Female,,,
131,Linear,,,,,12,Female,,,
131,Linear,,,,,13,Female,,,
131,Linear,,,,,14,Female,,,
131,Linear,,,,,15,Female,,,
131,Linear,,,,,16,Female,,,
132,Linear,,,,,6,Male,,,
132,Linear,,,,,7,Male,,,
132,Linear,,,,,8,Male,,,
132,Linear,,,,,9,Male,,,
132,Linear,,,,,10,Male,,,
132,Linear,,,,,11,Male,,,
132,Linear,,,,,12,Male,,,
132,Linear,,,,,13,Male,,,
